  objname                       	   mod0 	     vgsr 	dist
  NGC7049                       	32.36	2235	29648314
  PGC066548                     	30.96	1155	15559656
  UGC11725                      	35.34	6433	116949939
  PGC066592                     	33.63	4226	53210826
  IC5104                        	34.06	5163	64863443
  ESO287-009                    	32.6	2669	33113112
  IC5105B                       	31.73	2254	22181964
  PGC066738                     	33.37	3076	47206304
  NGC7059                       	31.55	1653	20417379
  ESO342-050                    	32.06	2671	25822602
  NGC7064                       	30.19	764	10914403
  UGC11758                      	35.08	8805	103752842
  NGC7091                       	31.19	2589	17298164
  NGC7090                       	29.89	799	9506048
  ESO287-043                    	32.13	2471	26668587
  UGC11780                      	36.54	15422	203235701
  ESO403-017                    	31.82	2729	23120648
  ESO403-024                    	31.86	2635	23550493
  UGC11818                      	31.78	2613	22698649
  NGC7131                       	34.39	5527	75509223
  UGC11833                      	35.08	5462	103752842
  NGC7140                       	32.14	2922	26791683
  UGC11838                      	33.59	3692	52239619
  UGC11839                      	34.95	6164	97723722
  IC5145                        	35.35	7563	117489755
  ESO404-012                    	32.9	2672	38018940
  UGC11862                      	34.46	6064	77983011
  NGC7162A                      	31.5	2262	19952623
  ESO404-017                    	33.15	2536	42657952
  NGC7168                       	32.7	2803	34673685
  NGC7180                       	31.24	1519	17701090
  NGC7185                       	31.49	1868	19860949
  IC5156                        	32.85	2783	37153523
  NGC7188                       	30.83	1841	14655478
  UGC11893                      	35.44	5786	122461620
  UGC11895                      	34.02	4938	63679552
  NGC7179                       	33.24	2886	44463127
  UGC11918                      	33.95	4301	61659500
  NGC7205                       	31.14	1621	16904409
  ESO601-025                    	31.53	1814	20230192
  IC5171                        	32.45	2811	30902954
  UGC11941                      	35.3	7063	114815362
  ESO288-049                    	30.81	1948	14521116
  UGC11946                      	34.77	5758	89949758
  IC1441                        	34.51	5356	79799469
  UGC11967                      	34.04	5248	64268772
  ESO289-010                    	32.72	2744	34994517
  ESO237-052                    	32.43	2859	30619634
  UGC11977                      	36.42	11503	192309173
  PGC068560                     	35.52	8455	127057411
  IC5201                        	29.99	892	9954054
  ESO238-005                    	29.52	673	8016781
  ESO027-008                    	32.36	2350	29648314
  UGC12010                      	32.27	2970	28444611
  ESO289-026                    	31.61	2415	20989399
  PGC068872                     	35.08	7752	103752842
  ESO533-028                    	32.63	2620	33573761
  UGC12069                      	31.94	2565	24434306
  UGC12071                      	36.09	10607	165196180
  NGC7302                       	31.86	2767	23550493
  PGC069160                     	36.22	10506	175388050
  NGC7307                       	31.67	2076	21577444
  UGC12141                      	32.89	2283	37844258
  UGC12135                      	33.36	4213	46989411
  PGC069404                     	31.21	3039	17458222
  PGC069448                     	32.37	3101	29785164
  UGC12133                      	35.32	7587	115877736
  ESO468-020                    	26.75	124	2238721
  ESO289-048                    	32.49	2817	31477483
  UGC12160                      	32.04	1756	25585859
  PGC069519                     	24.82	99	920450
  UGC12165                      	34.36	6740	74473197
  PGC069691                     	32.92	2689	38370725
  NGC7378                       	32.1	2666	26302680
  UGC12204                      	35.14	6940	106659612
  NGC7400                       	32.77	2974	35809644
  NGC7410                       	33.02	1735	40179081
  UGC12249                      	35.26	7750	112719746
  ESO346-014                    	33.31	2690	45919801
  NGC7416                       	32.57	2976	32658783
  IC5269A                       	32.84	2879	36982818
  NGC7412A                      	27.08	911	2606154
  ESO603-031                    	32.75	2342	35481339
  IC5271                        	31.8	1733	22908677
  IC5273                        	30.8	1294	14454398
  UGC12321                      	33.69	2331	54701596
  ESO406-042                    	31.35	1376	18620871
  UGC12320                      	34.73	6825	88307990
  NGC7462                       	29.92	1049	9638290
  ESO469-008                    	33.12	1793	42072663
  IC1468                        	36.05	9735	162181010
  UGC12355                      	34.83	7910	92469817
  UGC12388                      	34.07	4749	65162839
  ESO469-015                    	32.14	1659	26791683
  ESO407-007                    	32.24	1633	28054336
  NGC7496                       	29.34	1626	7379042
  UGC12410                      	35.3	7284	114815362
  NGC7513                       	31.01	1596	15922087
  UGC12458                      	35.52	7053	127057411
  ESO291-011                    	36.34	12951	185353162
  ESO407-014                    	32.68	2749	34355795
  NGC7582                       	31.41	1560	19142559
  UGC12504                      	33.58	2635	51999600
  NGC7599                       	31.83	1659	23227368
  UGC12519                      	33.4	4545	47863009
  PGC071171                     	32.74	4146	35318317
  UGC12538                      	33.44	5102	48752849
  PGC071197                     	32.92	3747	38370725
  PGC071201                     	32.24	3674	28054336
  NGC7640                       	29.65	579	8511380
  ESO291-024                    	31.76	1662	22490546
  ESO407-018                    	26.74	74	2228435
  ESO240-004                    	31.57	1518	20606299
  PGC071529                     	33.04	3670	40550854
  IC5328                        	32.87	3101	37497300
  NGC7690                       	31.65	1442	21379621
  NGC7694                       	30.75	2381	14125375
  NGC7689                       	31.93	1900	24322040
  PGC071754                     	33.43	4986	48528850
  UGC12693                      	34.21	5148	69502432
  ESO347-029                    	32.41	1553	30338912
  ESO408-012                    	33.58	2974	51999600
  NGC7723                       	32	1938	25118864
  PGC072006                     	32.44	2149	30760968
  ESO292-014                    	32.01	1451	25234808
  PGC072169                     	35.06	7612	102801630
  PGC072252                     	31.74	2207	22284351
  UGC12769                      	32.82	2193	36643757
  ESO149-001                    	31.6	1818	20892961
  NGC7755                       	32.38	2971	29922646
  NGC7757                       	31	3082	15848932
  UGC12814                      	34.77	5996	89949758
  PGC072633                     	35.48	10132	124738351
  NGC7761                       	35.12	7258	105681751
  ESO471-027                    	35.35	8838	117489755
  ESO149-003                    	29.23	506	7014553
  PGC072734                     	35.14	5942	106659612
  ESO538-013                    	35.96	10254	155596563
  PGC073123                     	35.42	7746	121338885
  NGC7796                       	33.47	3260	49431069
  PGC073507                     	36.05	13297	162181010
  PGC074050                     	34.26	4894	71121351
  PGC074605                     	31.82	       -  	23120648
  PGC074617                     	31.37	1389	18793168
  PGC074714                     	31.3	1374	18197009
  PGC074752                     	31.31	1907	18281002
  PGC077827                     	34.38	2981	75162289
  PGC079913                     	34.79	6483	90782053
  PGC083664                     	35.16	6891	107646521
  PGC083665                     	33.85	8122	58884366
  PGC083667                     	34.13	6933	66988461
  PGC083715                     	34.23	6988	70145530
  PGC083719                     	34.87	5919	94188960
  PGC083725                     	33.37	7644	47206304
  PGC083740                     	33.47	8260	49431069
  PGC083742                     	34.16	7883	67920363
  PGC086068                     	32.11	1894	26424088
